Date,Price,Adj Close,Close,High,Low,Open,Volume
2007-10-05 00:00:00+00:00,0,32.9260368347168,56.5875129699707,61.59376525878906,46.77188491821289,50.51251220703125,855215656
2007-10-08 00:00:00+00:00,1,31.240449905395508,53.69063949584961,58.50001525878906,53.3531379699707,58.50001525878906,126671715
2007-10-09 00:00:00+00:00,2,33.367889404296875,57.34688949584961,57.8531379699707,50.8218879699707,53.7187614440918,116725709
2007-10-10 00:00:00+00:00,3,33.678829193115234,57.88126373291016,59.06251525878906,57.37501525878906,58.8375129699707,67931378
2007-10-11 00:00:00+00:00,4,37.44273376464844,64.35001373291016,67.50001525878906,57.37501525878906,67.50001525878906,106320954
2007-10-12 00:00:00+00:00,5,37.197265625,63.92813873291016,66.31876373291016,62.43751525878906,63.00001525878906,99410791
2007-10-15 00:00:00+00:00,6,37.68820190429688,64.77188873291016,65.64376831054688,64.20938873291016,65.25001525878906,41814972
2007-10-16 00:00:00+00:00,7,41.53395080566406,71.38126373291016,72.50627136230469,64.40626525878906,64.85626220703125,138614496
2007-10-17 00:00:00+00:00,8,44.77418518066406,76.95001983642578,78.75001525878906,59.6812629699707,64.12501525878906,204876259
2007-10-18 00:00:00+00:00,9,43.203163146972656,74.25001525878906,84.06564331054688,71.07189178466797,78.18751525878906,146617799
2007-10-19 00:00:00+00:00,10,43.05587387084961,73.99689483642578,77.00627136230469,70.31251525878906,72.56251525878906,110266491
2007-10-22 00:00:00+00:00,11,42.48310470581055,73.01251983642578,75.29064178466797,70.59376525878906,72.50627136230469,72253405
2007-10-23 00:00:00+00:00,12,45.51059722900391,78.21564483642578,78.91876983642578,74.81251525878906,74.81251525878906,74594921
2007-10-24 00:00:00+00:00,13,44.806907653808594,77.00627136230469,80.7187728881836,76.13439178466797,79.87501525878906,63055170
2007-10-25 00:00:00+00:00,14,44.70870971679688,76.83751678466797,78.63751983642578,67.86563873291016,74.39064025878906,34522489
2007-10-26 00:00:00+00:00,15,46.05062103271485,79.14376831054688,80.40939331054688,76.07814025878906,78.18751525878906,62370025
2007-10-29 00:00:00+00:00,16,46.9834213256836,80.74689483642578,82.6875228881836,80.04376983642578,80.4375228881836,43657697
2007-10-30 00:00:00+00:00,17,48.03078079223633,82.5468978881836,84.76876831054688,79.42501831054688,81.8437728881836,79921711
2007-10-31 00:00:00+00:00,18,49.0290412902832,84.26251983642578,86.1187744140625,82.6875228881836,82.9687728881836,44655368
2007-11-01 00:00:00+00:00,19,47.93258666992188,82.37814331054688,86.99064636230469,81.7031478881836,86.3437728881836,50632492
2007-11-02 00:00:00+00:00,20,48.79991149902344,83.86876678466797,84.3750228881836,78.75001525878906,79.39689636230469,32001693
2007-11-05 00:00:00+00:00,21,49.79817581176758,85.58439636230469,87.4687728881836,83.30626678466797,83.8125228881836,38833135
2007-11-06 00:00:00+00:00,22,50.452781677246094,86.70939636230469,92.19377136230467,85.52814483642578,87.07501983642578,81880281
2007-11-07 00:00:00+00:00,23,49.71635818481445,85.44377136230469,89.55001831054688,83.5312728881836,88.3125228881836,33593141
2007-11-08 00:00:00+00:00,24,48.86538696289063,83.98126983642578,86.2593994140625,82.1250228881836,83.2500228881836,27990521
2007-11-12 00:00:00+00:00,25,50.04364776611328,86.00627136230469,87.5250244140625,79.22814178466797,81.45001983642578,35153735
2007-11-13 00:00:00+00:00,26,51.2382926940918,88.05939483642578,89.83126831054688,84.68439483642578,87.4687728881836,43830531
2007-11-14 00:00:00+00:00,27,50.567325592041016,86.9062728881836,90.8437728881836,86.45626831054688,89.60626983642578,36738579
2007-11-15 00:00:00+00:00,28,51.41829299926758,88.3687744140625,89.9156494140625,86.70939636230469,88.53752136230469,29242252
2007-11-16 00:00:00+00:00,29,51.05826950073242,87.7500228881836,89.74689483642578,86.73751831054688,87.97502136230469,18895294
2007-11-19 00:00:00+00:00,30,52.90749740600586,90.92814636230467,94.2187728881836,89.0718994140625,89.74689483642578,40716718
2007-11-20 00:00:00+00:00,31,52.08926010131836,89.52189636230469,93.0937728881836,88.42501831054688,90.5625228881836,26342171
2007-11-21 00:00:00+00:00,32,48.03078079223633,82.5468978881836,90.59064483642578,80.55001831054688,90.0562744140625,26814499
2007-11-22 00:00:00+00:00,33,46.3779296875,79.70626831054688,84.9937744140625,76.24689483642578,81.67501831054688,34096185
2007-11-23 00:00:00+00:00,34,49.454532623291016,84.9937744140625,85.5000228881836,80.21251678466797,84.9375228881836,27664090
2007-11-26 00:00:00+00:00,35,49.8472785949707,85.66876983642578,88.14376831054688,84.9937744140625,88.14376831054688,20159123
2007-11-27 00:00:00+00:00,36,48.61991500854492,83.55939483642578,87.13127136230469,82.6875228881836,87.13127136230469,20573198
2007-11-28 00:00:00+00:00,37,47.89986801147461,82.32189178466797,85.7812728881836,81.75939178466797,85.38751983642578,16435311
2007-11-29 00:00:00+00:00,38,46.60704803466797,80.10002136230469,84.82501983642578,79.05939483642578,84.3750228881836,25530967
2007-11-30 00:00:00+00:00,39,48.40717697143555,83.19377136230469,83.70001983642578,80.4375228881836,81.5625228881836,18437721
2007-12-03 00:00:00+00:00,40,49.09450149536133,84.3750228881836,85.4156494140625,83.55939483642578,84.20626831054688,16851227
2007-12-04 00:00:00+00:00,41,48.45627212524414,83.27814483642578,85.6406478881836,82.65939331054688,84.9375228881836,14008727
2007-12-05 00:00:00+00:00,42,50.387298583984375,86.59689331054688,86.9062728881836,83.2500228881836,83.41876983642578,27725290
2007-12-06 00:00:00+00:00,43,49.454532623291016,84.9937744140625,89.80314636230469,83.89689636230469,88.48126983642578,24104710
2007-12-07 00:00:00+00:00,44,49.241790771484375,84.62814331054688,86.73751831054688,83.1093978881836,85.52814483642578,11742386
2007-12-10 00:00:00+00:00,45,49.29087448120117,84.7125244140625,85.75314331054688,83.61564636230469,85.44377136230469,8330010
2007-12-11 00:00:00+00:00,46,49.06175231933594,84.31877136230469,85.95001983642578,83.89689636230469,85.47189331054688,11685950
2007-12-12 00:00:00+00:00,47,49.0290412902832,84.26251983642578,85.02189636230469,82.6875228881836,83.2500228881836,16342131
2007-12-13 00:00:00+00:00,48,48.2108154296875,82.85626983642578,85.5000228881836,82.5468978881836,84.3750228881836,14620172
2007-12-14 00:00:00+00:00,49,47.73619842529297,82.04064178466797,83.33439636230469,81.61876678466797,82.57501983642578,10991851
2007-12-17 00:00:00+00:00,50,44.85601043701172,77.09064483642578,82.9687728881836,75.93751525878906,82.51876831054688,19355678
2007-12-18 00:00:00+00:00,51,44.65963745117188,76.75314331054688,79.31251525878906,74.36251831054688,76.21876525878906,21607783
2007-12-19 00:00:00+00:00,52,43.84137725830078,75.34689331054688,79.90314483642578,74.70001983642578,79.22814178466797,19526912
2007-12-20 00:00:00+00:00,53,43.399532318115234,74.58751678466797,76.95001983642578,74.25001525878906,76.33126831054688,17105204
2007-12-24 00:00:00+00:00,54,44.72508239746094,76.86564636230469,78.07501983642578,75.09376525878906,75.71251678466797,16711519
2007-12-26 00:00:00+00:00,55,46.083377838134766,79.20001983642578,80.1562728881836,77.28752136230469,77.28752136230469,20930094
2007-12-27 00:00:00+00:00,56,46.4106674194336,79.76251983642578,81.95626831054688,79.08751678466797,80.83126831054688,44565277
2007-12-28 00:00:00+00:00,57,46.77068328857422,80.38127136230469,80.7187728881836,78.75001525878906,79.59376525878906,18354518
2007-12-31 00:00:00+00:00,58,47.11433410644531,80.97189331054688,81.45001983642578,79.98751831054688,81.0000228881836,11982308
